Mouse_ID,Time,State,Lifetime,Intensity
1626,3,2,4.1349,2.2336
1626,3,2,4.1222,2.2131
1626,3,2,4.13075,2.23065
1626,3,2,4.13065,2.2377
1626,3,2,4.13335,2.1776
1626,3,2,4.13325,2.2283
1626,3,2,4.1307,2.153
1626,3,2,4.1322,2.1962
1626,3,2,4.1387,2.147
1626,3,2,4.1375,2.1553
1626,3,2,4.15,2.1823
1626,3,2,4.1472,2.2083
1626,3,2,4.1446,2.1952
1626,3,2,4.15305,2.20995
1626,3,2,4.1409,2.2364
1626,3,2,4.14745,2.2068
1626,3,2,4.1512,2.22115
1626,3,2,4.15665,2.2803
1626,3,2,4.1512,2.2485
1626,3,2,4.1551,2.2179
1626,3,2,4.1559,2.2184
1626,3,2,4.16155,2.2306
1626,3,2,4.1616,2.2354
1626,3,2,4.16515,2.2386
1626,3,2,4.1411,2.25825
1626,3,2,4.14245,2.2209
1626,3,2,4.1522,2.2276
1626,3,2,4.1363,2.2402
1626,3,2,4.1437,2.2508
1626,3,2,4.14345,2.22895
1626,3,2,4.1374,2.2386
1626,3,2,4.1457,2.2051
1626,3,2,4.1496,2.2095
1626,3,2,4.15005,2.2029
1626,3,2,4.15335,2.3346
1626,3,2,4.1547,2.2803
1626,3,2,4.1468,2.2626
1626,3,2,4.143,2.2552
1626,3,3,4.2241,2.423
1626,3,3,4.2065,2.3488
1626,3,3,4.2131,2.2703
1626,3,3,4.2028,2.3714
1626,3,3,4.2114,2.3523
1626,3,3,4.2028,2.1802
1626,3,3,4.202,2.2428
1626,3,3,4.21095,2.3494
1626,3,3,4.2222,2.35215
1626,3,3,4.2246,2.3451
1626,3,3,4.2046,2.3082
1626,3,3,4.2102,2.33545
1626,3,3,4.2199,2.2586
1626,3,3,4.2121,2.32085
1626,3,3,4.22605,2.2296
1626,3,3,4.21585,2.31645
1626,3,3,4.2163,2.2319
1626,3,3,4.20165,2.26295
1626,3,3,4.20385,2.3796
1626,3,3,4.2037,2.32455
1629,1,2,4.1337,1.6617
1629,1,2,4.137,1.6497
1629,1,2,4.1409,1.6459
1629,1,2,4.14445,1.6442
1629,1,2,4.1279,1.6486
1629,1,2,4.1387,1.6603
1629,1,2,4.1363,1.653
1629,1,2,4.1397,1.645
1629,1,2,4.13415,1.65335
1629,1,2,4.135,1.7114
1629,1,2,4.1372,1.7235
1629,1,2,4.11845,1.67765
1629,1,3,4.214,1.8724
1629,1,3,4.2235,1.881
1629,1,3,4.2223,1.8998
1629,1,3,4.2169,1.90665
1629,1,3,4.2228,1.883
1629,2,2,4.1242,2.6917
1629,2,2,4.1218,2.696
1629,2,2,4.1212,2.6645
1629,2,2,4.1289,2.68935
1629,2,2,4.1289,2.6879
1629,2,2,4.13885,2.7363
1629,2,2,4.13955,2.6685
1629,2,2,4.15445,2.6615
1629,2,2,4.1599,2.6657
1629,2,2,4.17615,2.6918
1629,2,2,4.18515,2.7105
1629,2,2,4.1309,2.6726
1629,2,2,4.1556,2.705
1629,2,2,4.1677,2.68905
1629,2,2,4.1821,2.7031
1629,2,2,4.1833,2.7088
1629,2,2,4.1858,2.6982
1629,2,2,4.1928,2.7808
1629,2,2,4.16755,2.6917
1629,2,2,4.1726,2.6807
1629,2,2,4.1842,2.6725
1629,2,2,4.18565,2.7016
1629,2,2,4.1903,2.6963
1629,2,2,4.18895,2.70605
1629,2,2,4.1907,2.7159
1629,2,2,4.1884,2.68685
1629,2,2,4.1895,2.731
1629,2,2,4.1639,2.7263
1629,2,2,4.1826,2.7191
1629,2,2,4.1991,2.74475
1629,2,2,4.1545,2.7043
1629,2,3,4.2168,2.9164
1629,2,3,4.2351,2.9664
1629,2,3,4.23765,2.91705
1629,2,3,4.2285,2.9453
1629,2,3,4.24655,2.962
1629,2,3,4.24635,2.92975
1629,2,3,4.2542,2.931
1629,2,3,4.2221,2.8606
1629,2,3,4.2554,2.9869
1629,2,3,4.23165,2.92735
1629,2,3,4.25,2.889
1629,3,2,4.13325,1.92265
1629,3,2,4.1181,1.9092
1629,3,2,4.1275,1.9576
1629,3,2,4.1298,1.99115
1629,3,2,4.12405,1.95675
1629,3,2,4.1303,1.9578
1629,3,2,4.1388,1.9918
1629,3,2,4.1309,1.9349
1629,3,2,4.1352,1.941
1629,3,2,4.1366,1.918
1629,3,2,4.15005,1.92185
1629,3,2,4.15255,1.89825
1629,3,2,4.1612,1.9238
1629,3,2,4.1638,1.9179
1629,3,2,4.1612,1.9025
1629,3,2,4.13645,1.93895
1629,3,2,4.1548,1.98635
1629,3,2,4.1622,1.9578
1629,3,2,4.1461,1.96
1629,3,2,4.1523,1.9506
1629,3,2,4.1556,1.9581
1629,3,2,4.13605,1.931
1629,3,2,4.1428,1.9184
1629,3,2,4.1596,1.9295
1629,3,2,4.175,1.9456
1629,3,2,4.1777,1.9615
1629,3,3,4.2168,2.1379
1629,3,3,4.23615,2.1557
1629,3,3,4.2268,2.1362
1629,3,3,4.2342,2.16415
1629,3,3,4.21915,2.17
1629,3,3,4.24475,2.15915
1630,1,2,4.1525,2.41
1630,1,2,4.1527,2.4254
1630,1,2,4.15355,2.37625
1630,1,2,4.1653,2.39625
1630,1,2,4.1725,2.3903
1630,1,2,4.1756,2.36485
1630,1,2,4.1752,2.3558
1630,1,2,4.17295,2.3662
1630,1,2,4.1802,2.3744
1630,1,2,4.1799,2.369
1630,1,2,4.1831,2.3657
1630,1,2,4.1823,2.3679
1630,1,2,4.18845,2.3645
1630,1,2,4.1898,2.3608
1630,1,2,4.1933,2.3688
1630,1,2,4.1602,2.37355
1630,1,2,4.1653,2.3783
1630,1,2,4.1899,2.38285
1630,1,3,4.26,2.7867
1630,1,3,4.2557,2.764
1630,1,3,4.2634,2.7427
1630,1,3,4.25935,2.737
1630,1,3,4.2626,2.7358
1630,1,3,4.2742,2.7547
1630,2,2,4.1601,3.3347
1630,2,2,4.1597,3.282
1630,2,2,4.1614,3.24375
1630,2,2,4.168,3.234
1630,2,2,4.1736,3.2171
1630,2,2,4.1798,3.2065
1630,2,2,4.176,3.2014
1630,2,3,4.2558,3.9098
1630,2,3,4.25615,3.81045
1630,2,3,4.2646,3.7512
1630,2,3,4.27685,3.77425
1630,3,2,4.162,4.691
1630,3,2,4.17085,4.6401
1630,3,2,4.15925,4.63255
1630,3,2,4.16135,4.6401
1630,3,2,4.1794,4.7641
1630,3,2,4.1571,4.543
1630,3,2,4.16185,4.5158
1630,3,2,4.1771,4.5423
1630,3,2,4.19325,4.53825
1630,3,2,4.2038,4.54685
1630,3,2,4.149,4.5528
1630,3,2,4.1682,4.5475
1630,3,2,4.1869,4.5656
1630,3,2,4.1702,4.5958
1630,3,2,4.1776,4.5561
1630,3,2,4.1883,4.5453
1630,3,2,4.1742,4.5636
1630,3,2,4.1886,4.5658
1630,3,2,4.1947,4.5484
1630,3,2,4.20335,4.585
1630,3,2,4.2051,4.5846
1630,3,2,4.175,4.6129
1630,3,2,4.1779,4.5787
1630,3,3,4.2377,5.231
1630,3,3,4.2414,5.1152
1630,3,3,4.26595,5.286
1630,3,3,4.2812,5.2473
1630,3,3,4.2535,5.2366
1630,3,3,4.27125,5.43385
1630,3,3,4.2755,5.27455
1630,3,3,4.2722,5.17615
