Low,High,Low,High
,,3.26610145856859,3.24477381041947
,,3.24990919117341,3.24741306981743
,,3.22080649220678,3.24462830288984
,,3.25516410614852,3.25922883031841
,,3.25730912234993,3.24677950316918
,,3.24070781257681,3.24787375661163
,,3.27110724069765,3.25091144454714
,,3.25285251541931,3.24770741622455
,,3.26159426252831,3.25215359261584
,,3.23262619981373,3.24907824438861
,,3.25231532635268,3.24296269394838
,,3.24898653536499,3.24399711206474
,,3.23536327605575,3.23804466846673
,,3.23796457682703,3.24742477216172
,,3.24385022185212,3.25128990348053
,,3.24528845120537,3.24926408709462
,,3.22239137160299,3.24787144355751
,,3.24432664818529,3.24312977038364
,,3.21755610346765,3.23971204965135
,,3.24392532324096,3.25332234610207
,,3.25962561579515,3.24137738570235
,,3.25840367438469,3.25230635767791
,,3.23294580661922,3.24231912468011
,,3.24840392819974,3.24881987962523
,,3.24316715100058,3.24797674195854
,,3.24716879824118,3.24505441647392
,,3.24321747384139,3.25000153742367
,,3.20461305798630,3.24485696192749
,,3.23791466597236,3.24895752865155
,,3.25469227103925,3.24613361161388
,,3.24066452679706,3.24040411136806
,,3.24852796113558,3.24505716224588
,,3.25248677206995,3.23870155985617
,,3.23027372682360,3.24440489997207
,,3.23740449786089,3.24011666473119
,,3.23178122958540,3.25166635821794
,,3.24613473205820,3.24126165115221
,,3.25420966752609,3.25433397622640
,,3.24867640824822,3.24524159211030
,,3.25511008626211,3.25605617844538
,,3.24506345275893,3.24557179670797
,,3.23868075465836,3.25022108845479
,,3.22156074681732,3.23696966680987
,,3.24448265852443,3.24284575394787
,,3.25035842703720,3.23753759315966
,,3.21855694157536,3.25443060700690
,,3.24667023580707,3.24322420585752
,,3.23535988450946,3.25677637418274
,,3.25284857887365,3.25005923965864
,,3.23143062275872,3.24108812592437
,,3.22600435145088,3.24533054745707
,,3.25834313640134,3.25054540125500
,,3.23162585461617,3.24047852613193
,,3.25054884081826,3.24239805840920
,,3.23367309714548,3.23661612156999
,,3.26651456117543,3.25088745601754
,,3.22257964853340,3.23966721474360
,,3.22452279150155,3.23891993699798
,,3.25263563236916,3.25145331783538
,,3.22749371969003,3.24583524682635
,,3.24349108092561,3.25045751180617
,,3.25210536141551,3.24562030125607
,,3.21438342722705,3.24182490084079
,,3.23571496438566,3.25174515382000
,,3.21974927569355,3.25240873386729
,,3.23903157239762,3.24747817215134
,,3.24210589623978,3.26415462449901
,,3.24552550442926,3.25192727871952
,,3.24494315012236,3.24093272554462
,,3.25238840983782,3.24875953278763
,,3.25696114177193,3.23218976023772
,,3.23730385402241,3.24582239740751
,,3.24651908710840,3.24359035360568
,,3.23929821335082,3.24241782672041
,,3.24239907797002,3.25320480301884
,,3.24358900465752,3.24261053510610
,,3.25043711208425,3.24160950297461
,,3.24477713649875,3.24471433481345
,,3.23219153194351,3.26370026709718
,,3.22948728700409,3.25003705370721
,,3.23225464306496,3.24462518319005
,,3.25091735971391,3.24589483154267
,,3.25382076500780,3.24515795995355
,,3.24285454041108,3.24459869574502
,,3.23857368229609,3.24017075913347
,,3.24761321262127,3.24206277433157
,,3.25817447559801,3.24339824427933
,,3.22710710881158,3.25264970750986
,,3.23275616211161,3.25488460255657
,,3.23281610426652,3.23610926685730
,,3.22133684440236,3.24828048209153
,,3.23886077080984,3.25302530487226
,,3.22789684564603,3.25034784136182
,,3.22856694890050,3.24722180829371
,,3.24667088942847,3.24844153187820
,,3.25340617907564,3.24478277690652
,,3.24866964233664,3.24810008618356
,,3.24085217209998,3.24433665329601
,,3.24743417490879,3.24531179262388
,,3.24907559358997,3.24510209753676
,,3.26197960469894,3.25077285309425
,,3.23528059866416,3.24310143665727
,,3.23140899539519,3.24769776985004
,,3.24642846171040,3.25762367894403
,,3.24084800449116,3.25218023393510
,,3.24698020446500,3.24932861169623
,,3.23355069295373,3.24755666878889
,,3.27118716411913,3.24952329476437
,,3.25792400999605,3.25677788463372
,,3.26131461041616,3.24404943445560
,,3.23409044185790,3.23542248857365
,,3.23968054254859,3.24603864780322
,,3.26415025603275,3.24129593677934
,,3.25304997704518,3.24672530294146
,,3.23987451444313,3.24862958393838
,,3.25169287526557,3.25096292129617
,,3.25191414263610,3.25313388421873
,,3.23603693255913,3.24192060285358
,,3.22491790332403,3.24711057320492
,,3.23312482987678,3.25141206838798
,,3.22313399216006,3.24247140011248
,,3.24391870193407,3.25801184711470
,,3.23792857029464,3.26117821111105
,,3.23112497460777,3.25209520963665
,,3.23262218889053,3.23203111594004
,,3.26327481955444,3.25294777468021
,,3.24583674926305,3.24740503003008
,,3.27624246752770,3.23599483917133
,,3.24431814750287,3.25594979355721
,,3.26607743996527,3.23627650522259
,,3.24597802479348,3.24243345891688
,,3.22774414428692,3.23869971949989
,,3.24508668462696,3.24937148098179
,,3.23723567442780,3.24965448035929
,,3.23386308266305,3.25425791701663
,,3.24823286182073,3.24917961973764
,,3.23783805394701,3.23716253849811
,,3.23535949161214,3.24376852791645
,,3.24880170987002,3.26047285049560
,,3.25788044636965,3.26428665061948
,,3.23324745361327,3.25633454067675
,,3.24825869906371,3.25111259065518
,,3.24658364094221,3.24956792003257
,,3.22364934386906,3.25678120090908
,,3.23638215350441,3.23604248123265
,,3.25400614143488,3.25423636064576
,,3.24526086816485,3.23438801271375
,,3.25751504495091,3.23854531785648
,,3.24578200406721,3.25406895032989
,,3.22741167684880,3.24801369288260
,,3.24189704376582,3.25162348897050
,,3.25181126564356,3.24638728276404
,,3.25295279964955,3.24851980043366
,,3.23500146855022,3.23656925990624
,,3.25516645677473,3.24920480765595
,,3.22901623485736,3.24719393615275
,,3.24155374183548,3.25558249403215
,,3.24184006930688,3.24805624012417
,,3.21099896898526,3.24009711602951
,,3.23412215541702,3.24897555598271
,,3.23853408978143,3.25800647714921
,,3.24300386678594,3.24588693915324
,,3.22621612882275,3.24782381971928
,,3.24796300411671,3.24022529124540
,,3.24240180578881,3.24322846193927
,,3.23320425148628,3.23856996666840
,,3.26202085778609,3.24255406083443
,,3.24449385762380,3.25677684221780
,,3.23651348885683,3.23914206413857
,,3.24172467224180,3.24974251162257
,,3.23811875409138,3.24518808589542
,,3.23643728232679,3.25076250270218
,,3.23460160619677,3.23236599321629
,,3.23375744965388,3.25572033566725
,,3.25304327965006,3.23737769537653
,,3.23021293159745,3.25204099159233
,,3.24828646045985,3.24325980371561
,,3.24732897694603,3.24483035520842
,,3.24772144185856,3.25850876397542
,,3.23825175936327,3.24432565103378
,,3.24137040095910,3.24457564829638
,,3.23257176949773,3.24618537016004
,,3.25132087471235,3.25231210692205
,,3.25703399050920,3.24704365785976
,,3.23226735008189,3.24588187989332
,,3.22852247727649,3.24912286121414
,,3.23349981676799,3.26164446330344
,,3.24984774758406,3.24204394227819
,,3.22809413113521,3.23512321932078
,,3.24274665627662,3.24721164508708
,,3.25286255816167,3.24033435917553
,,3.24046811979254,3.24855045306209
,,3.24897279126921,3.25116086100667
,,3.23016933769940,3.23857914174353
,,3.22942870333226,3.24132743510167
,,3.23487932787411,3.23826186624408
,,3.25055781183665,3.25185506994899
,,3.24118441860369,3.24661066411541
,,3.23324828446819,3.25130431648151
,,3.23626069702996,3.23435552468263
,,3.25396447894446,3.24669503861687
,,3.25354883435456,3.25441506718423
,,3.24780711323635,3.25130306092649
,,3.23158091650047,3.25102555693479
,,3.24046218920654,3.24803627290321
,,3.25231900321789,3.23917948532017
,,3.24155471271501,3.25279723107776
,,3.25486718320693,3.25116789543497
,,3.20583973239520,3.25120713059804
,,3.23589558221883,3.24967052749012
,,3.24175370500936,3.25006388931656
,,3.24656132919636,3.24146349604169
,,3.23839667244498,3.25486010321336
,,3.25990831644534,3.24805444327050
,,3.23620823741084,3.25106001174153
,,3.24952931330861,3.23013397144640
,,3.24851467391302,3.24069131722457
,,3.25317230162613,3.24470730537499
,,3.23695562898229,3.24078516276610
,,3.23389146979163,3.24976262440583
,,3.23836382020943,3.23602906241750
,,3.23219052301743,3.23054057464688
,,3.27370750424326,3.24768394902514
,,3.24436193238777,3.23725203345676
,,3.24299691981664,3.23913266856623
,,3.25455703627738,3.23693974619101
,,3.24095106646876,3.24337434360466
,,3.23574579398775,3.24628741207056
,,3.22976458249677,3.24942441674111
,,3.24969348769831,3.25149268160389
,,3.24332768566794,3.24304341072469
,,3.24063894687893,3.25462846266499
,,3.25219050998142,3.25576376127621
,,3.23685145933707,3.23157316826330
,,3.23421045834782,3.24016234792201
,,3.25854369687967,3.24311486174180
,,3.23013579184546,3.26074354584796
,,3.21416853813386,3.25630355679202
,,3.24329142972465,3.24592793563130
,,3.24137052322178,3.25148373544718
,,3.24291350707276,3.24414646327284
,,3.23407979660609,3.25001146801488
,,3.23660344969865,3.26189240071694
,,3.23445962714001,3.25308369439867
,,3.25132936051810,3.25044283592561
,,3.26822154098473,3.25651193752195
,,3.25660669870174,3.25182654132011
,,3.23678662239204,3.24324266564995
,,3.24023143057984,3.25784386335009
,,3.23037250443691,3.25994735123038
,,3.22740457604871,3.25225868149777
,,3.23667991613891,3.24243349656002
,,3.24210180072968,3.25554074370341
,,3.24136530747056,3.25548286035350
,,3.23528991127491,3.25123482602507
,,3.23802569854555,3.24533634153122
,,3.22050447200573,3.24347216761168
,,3.22761626090715,3.24601859292181
,,3.23536213461042,3.24130096604513
,,3.23602219910380,3.25528645684649
,,3.22741671994158,3.25191231837307
,,3.24328634282847,3.25210800227748
,,3.23668508275771,3.24645031676775
,,3.24155502595700,3.23933797710029
,,3.24948026515881,3.25970484308303
,,3.25049767608334,3.24658134937879
,,3.22541802824765,3.23983870278275
,,3.24488819908171,3.24712875350064
,,3.20890423080100,3.24830972820602
,,3.25023971268178,3.24574414385968
,,3.21142407906224,3.24933980907978
,,3.26192541659897,3.25302241122920
,,3.22891362799666,3.24137599716696
,,3.26341313321576,3.24660723870204
,,3.25554226418394,3.24838737379560
,,3.22169996098965,3.25000153709136
,,3.23219194739879,3.23977104557316
,,3.25107630949680,3.24585124652630
,,3.24188535948730,3.24815788269523
,,3.22990543179786,3.25100411342929
,,3.25164572093553,3.24707448066731
,,3.23930059833326,3.23614461369993
,,3.22074146617765,3.24683167780465
,,3.26558593199716,3.23821648185247
,,3.21850951534006,3.25569077176472
,,3.23980665306437,3.23852469745214
,,3.23002561161868,3.25041656048852
,,3.21823387611502,3.25282429144816
,,3.24163311158837,3.25492982128395
,,3.27243743323234,3.24927921779954
,,3.24348050188233,3.24664032375986
,,3.22984836162649,3.24617448447350
,,3.24118417031287,3.24841915458912
,,3.26277959808490,3.24911612531678
,,3.24399349091924,3.25697562548444
,,3.24861428136476,3.23593131720780
,,3.24354362399153,3.24803990359863
,,3.23356012369077,3.25847710526594
,,3.24325023427660,3.23101752815513
,,3.23923322706192,3.24526668424261
,,3.23942508409299,3.24379543648415
,,3.25023489730324,3.25439655565589
,,3.23793792005302,3.25119516880007
,,3.22738535973222,3.25080203839772
,,3.23903401178139,3.26140223685949
,,3.22840777212803,3.25542300717102
,,3.23497000893468,3.25067013673074
,,3.25363300174381,3.25575114659792
,,3.26070733178559,3.24947893617855
,,3.23353593917898,3.25447435174781
,,3.23563362043550,3.24506455588849
,,3.26037951765958,3.23758127721524
,,3.25232134241188,3.24154610492750
,,3.23358610777874,3.23311070643333
,,3.23707333258162,3.24876390967522
,,3.23071335766081,3.24744941559962
,,3.24324652083896,3.23995130643537
,,3.24274373557040,3.25586576788663
,,3.25647505026713,3.24958127768693
,,3.22943165773232,3.24440936414813
,,3.26791103091935,3.25604586819963
,,3.23841117268109,3.24585851029192
,,3.22590004373279,3.24568475174533
,,3.27050326827039,3.23995227413438
,,3.24077591179307,3.24994263317707
,,3.24767270997888,3.24772791039146
,,3.24221779195890,3.24851498539531
,,3.23565741962917,3.24108965234460
,,3.25318468973898,3.24050746591140
,,3.22874824817488,3.24698751021148
,,3.21778104288856,3.24766416248350
,,3.24374240661295,3.25160842968478
,,3.23631304964608,3.25180564785175
,,3.23765599597196,3.24287260133398
,,3.25015918961012,3.24576180688669
,,3.24393808894910,3.25556593772379
,,3.23424673761277,3.24324848970534
,,3.23893530479441,3.24179327395119
,,3.25836391749511,3.24843487481291
,,3.24462539295696,3.24476019945730
,,3.23102712752780,3.25185779347128
,,3.25347678463879,3.24344028866781
,,3.22581043359272,3.24151142683538
,,3.23769727435116,3.25357175204968
,,3.22859463822314,3.24301726173757
,,3.23811486733359,3.25813160549678
,,3.24009752342397,3.24008442228941
,,3.23311456156122,3.24488595313433
,,3.26127962911966,3.25422555365227
,,3.24136441413973,3.24466927425608
,,3.25774807178451,3.24509457364282
,,3.22498370919472,3.25139963403598
,,3.23863993221515,3.24398761767035
,,3.25004380835185,3.23893415165252
,,3.24631591500324,3.24579245341736
,,3.24142218088461,3.25290852267506
,,3.25716315587007,3.23833266944700
,,3.23619824204947,3.23828584590583
,,3.25880605574737,3.24998922788716
,,3.24756165738019,3.25774293704112
,,3.23462900235962,3.25136166966651
,,3.23685071422495,3.24077007754680
,,3.24968062633309,3.26065403129081
,,3.24305787499609,3.24677893974200
,,3.21996015545387,3.25478119278517
,,3.27886426740833,3.24533443786738
,,3.23858604594813,3.25252537769595
,,3.25023972980269,3.25363017281029
,,3.24997517790144,3.25108554083023
,,3.25278522400904,3.25179842654169
,,3.24228184634950,3.24647339995556
,,3.24154284953336,3.26025144325209
,,3.23102916407090,3.25025639385653
,,3.23656270103217,3.25351172450139
,,3.24569150495322,3.25221810344706
,,3.25609540794136,3.23812882568407
,,3.25192506051380,3.23839153403910
,,3.25345237948872,3.25196290312014
,,3.23722317914437,3.25427029805835
,,3.24583081009325,3.24420517278265
,,3.24393192029682,3.26351867444732
,,3.23376189679752,3.24881158495157
,,3.23259826999537,3.24465547893760
,,3.22283710432089,3.26073348214661
,,3.23130816725387,3.25399638828304
,,3.22408641971096,3.23939997706288
,,3.24784063575519,3.24460859799721
,,3.23433263864154,3.24865965561138
,,3.25121165551639,3.25778204175369
,,3.22664626426914,3.25975142199529
,,3.25841172415055,3.24593691659376
,,3.23484578895657,3.25019402281817
,,3.23602714801514,3.24499165239770
,,3.24942899919367,3.24207596387374
,,3.24254791262187,3.25801327325646
,,3.23330002184292,3.24832058679234
,,3.25169450897051,3.24817799182569
,,3.23173875727992,3.24729119165691
,,3.22844245470643,3.26158894676745
,,3.25278661305992,3.24369587579523
,,3.25797753881869,3.23760547196948
,,3.23681290907576,3.23991280179296
,,3.23033614473824,3.24554426383035
,,3.24495507763874,3.24700882799833
,,3.24590238538162,3.24917675358502
,,3.23581290334271,3.24906516980049
,,3.22238520297559,3.24368420793897
,,3.24045423429935,3.24646676103388
,,3.23571600472702,3.24571304492645
,,3.22657242147392,3.24163005785463
,,3.23877859109482,3.26653710560237
,,3.25424900018213,3.24648854550575
,,3.24919790503740,3.25340469029386
,,3.20847937343583,3.24301113708956
,,3.24032467280608,3.25827061305286
,,3.23720553251329,3.23002358203664
,,3.23791783510978,3.23564684633289
,,3.23560459815173,3.23476992192499
,,3.25460156835392,3.24976723869670
,,3.24127188684467,3.23774896037326
,,3.23687343421331,3.24232336398488
